task_type,task_id,method,model,tools_correct,arguments_correct,tools_efficient,answer_efficient,correct,efficient,error,runtime_seconds,input_tokens,output_tokens,total_tokens
Einzelquellenverarbeitung,56,plan-based,gpt-5.4-mini,1,1,1,1,1,1,,2.0100927999956184,4375,105,4480
Einzelquellenverarbeitung,56,iterative,qwen3:8b,1,1,1,1,1,1,,8.071,5405,425,5830
Einzelquellenverarbeitung,56,iterative,qwen3:30b,1,1,1,1,1,1,,6.996,5405,485,5890
Einzelquellenverarbeitung,56,iterative,gpt-5.4-mini,1,1,1,1,1,1,,1.905,4742,97,4839
Einzelquellenverarbeitung,57,deterministic,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,57,deterministic,qwen3:30b,1,1,1,1,1,1,,11.949820000001637,3591,1363,4954
Einzelquellenverarbeitung,57,deterministic,gpt-5.4-mini,1,1,1,1,1,1,,1.700617800001055,3145,60,3205
Einzelquellenverarbeitung,57,plan-based,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,57,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,57,plan-based,gpt-5.4-mini,1,1,1,1,1,1,,2.3356535999992047,4386,206,4592
Einzelquellenverarbeitung,57,iterative,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,57,iterative,qwen3:30b,0,0,0,0,0,0,,7.61,5415,635,6050
Einzelquellenverarbeitung,57,iterative,gpt-5.4-mini,0,0,0,0,0,0,,2.269,4753,172,4925
Einzelquellenverarbeitung,58,deterministic,qwen3:8b,1,1,1,1,1,1,,11.644474300001093,3588,783,4371
Einzelquellenverarbeitung,58,deterministic,qwen3:30b,1,0,1,0,0,0,,9.683915699999488,3588,1009,4597
Einzelquellenverarbeitung,58,deterministic,gpt-5.4-mini,1,1,1,1,1,1,,1.9208426999975927,3142,60,3202
Einzelquellenverarbeitung,58,plan-based,qwen3:8b,1,1,1,1,1,1,,28.07547159999922,4990,2292,7282
Einzelquellenverarbeitung,58,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,58,plan-based,gpt-5.4-mini,1,1,1,1,1,1,,2.811539800000901,4383,197,4580
Einzelquellenverarbeitung,58,iterative,qwen3:8b,0,0,0,0,0,0,structure,,,,
Einzelquellenverarbeitung,58,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,58,iterative,gpt-5.4-mini,0,0,0,0,0,0,,1.857,4750,98,4848
Einzelquellenverarbeitung,59,deterministic,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,59,deterministic,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,59,deterministic,gpt-5.4-mini,1,1,1,1,1,1,,1.8811748000007356,3139,67,3206
Einzelquellenverarbeitung,59,plan-based,qwen3:8b,1,1,0,0,1,0,,23.018121499999324,4989,1844,6833
Einzelquellenverarbeitung,59,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,59,plan-based,gpt-5.4-mini,1,1,1,1,1,1,,1.9931534999996074,4380,96,4476
Einzelquellenverarbeitung,59,iterative,qwen3:8b,1,1,1,1,1,1,,12.987,5411,933,6344
Einzelquellenverarbeitung,59,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,59,iterative,gpt-5.4-mini,1,1,1,1,1,1,,1.975,4747,104,4851
Einzelquellenverarbeitung,60,deterministic,qwen3:8b,1,1,0,0,1,0,,18.00204070000109,3591,1377,4968
Einzelquellenverarbeitung,60,deterministic,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,60,deterministic,gpt-5.4-mini,1,1,0,0,1,0,,1.7593991000030655,3143,62,3205
Einzelquellenverarbeitung,60,plan-based,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,60,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,60,plan-based,gpt-5.4-mini,1,1,0,0,1,0,,2.305113499998697,4384,206,4590
Einzelquellenverarbeitung,60,iterative,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,60,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Einzelquellenverarbeitung,60,iterative,gpt-5.4-mini,1,1,1,1,1,1,,1.854,4751,72,4823
Mehrquellenverarbeitung,61,deterministic,qwen3:8b,1,1,1,1,1,1,,18.472715800000515,3589,1445,5034
Mehrquellenverarbeitung,61,deterministic,qwen3:30b,1,1,1,1,1,1,,12.466492200001085,3589,1401,4990
Mehrquellenverarbeitung,61,deterministic,gpt-5.4-mini,1,1,0,0,1,0,,1.8168445999981486,3137,67,3204
Mehrquellenverarbeitung,61,plan-based,qwen3:8b,1,1,1,1,1,1,,26.898272899999938,4991,2158,7149
Mehrquellenverarbeitung,61,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,61,plan-based,gpt-5.4-mini,1,1,0,0,1,0,,2.5630401999951573,4378,232,4610
Mehrquellenverarbeitung,61,iterative,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,61,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,61,iterative,gpt-5.4-mini,0,0,0,0,0,0,,2.318,4745,206,4951
Mehrquellenverarbeitung,62,deterministic,qwen3:8b,1,1,1,1,1,1,,18.248309500000687,3596,1393,4989
Mehrquellenverarbeitung,62,deterministic,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,62,deterministic,gpt-5.4-mini,1,1,1,1,1,1,,1.636342699996021,3145,69,3214
Mehrquellenverarbeitung,62,plan-based,qwen3:8b,1,1,1,1,1,1,,17.317643100001078,4998,1270,6268
Mehrquellenverarbeitung,62,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,62,plan-based,gpt-5.4-mini,1,1,1,1,1,1,,2.5932308999981615,4386,264,4650
Mehrquellenverarbeitung,62,iterative,qwen3:8b,0,0,0,0,0,0,,45.836,17310,3228,20538
Mehrquellenverarbeitung,62,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,62,iterative,gpt-5.4-mini,0,0,0,0,0,0,,4.307,4753,89,4842
Mehrquellenverarbeitung,63,deterministic,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,63,deterministic,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,63,deterministic,gpt-5.4-mini,1,1,1,1,1,1,,1.9087579000042751,3136,95,3231
Mehrquellenverarbeitung,63,plan-based,qwen3:8b,1,1,1,1,1,1,,26.351462200000242,4987,1975,6962
Mehrquellenverarbeitung,63,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,63,plan-based,gpt-5.4-mini,1,1,1,1,1,1,,1.997585800003435,4377,101,4478
Mehrquellenverarbeitung,63,iterative,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,63,iterative,qwen3:30b,1,1,1,1,1,1,,13.941,5409,1523,6932
Mehrquellenverarbeitung,63,iterative,gpt-5.4-mini,1,1,1,1,1,1,,3.206,4744,164,4908
Mehrquellenverarbeitung,64,deterministic,qwen3:8b,1,1,1,1,1,1,,11.750938399998631,3593,790,4383
Mehrquellenverarbeitung,64,deterministic,qwen3:30b,1,1,1,1,1,1,,9.307973699993454,3593,955,4548
Mehrquellenverarbeitung,64,deterministic,gpt-5.4-mini,1,1,1,1,1,1,,1.9597119000027305,3144,72,3216
Mehrquellenverarbeitung,64,plan-based,qwen3:8b,1,1,1,1,1,1,,20.928425899999638,4995,1635,6630
Mehrquellenverarbeitung,64,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,64,plan-based,gpt-5.4-mini,1,1,0,0,1,0,,1.9820160000017495,4385,111,4496
Mehrquellenverarbeitung,64,iterative,qwen3:8b,0,0,0,0,0,0,,20.204,5417,1567,6984
Mehrquellenverarbeitung,64,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,64,iterative,gpt-5.4-mini,0,0,0,0,0,0,,2.081,4752,109,4861
Mehrquellenverarbeitung,65,deterministic,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,65,deterministic,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,65,deterministic,gpt-5.4-mini,1,1,0,0,1,0,,1.9675772000045981,3143,98,3241
Mehrquellenverarbeitung,65,plan-based,qwen3:8b,1,1,0,0,1,0,,21.355278299999554,4997,1681,6678
Mehrquellenverarbeitung,65,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,65,plan-based,gpt-5.4-mini,1,1,1,1,1,1,,2.226962699998694,4384,153,4537
Mehrquellenverarbeitung,65,iterative,qwen3:8b,0,0,0,0,0,0,,17.64,5419,1325,6744
Mehrquellenverarbeitung,65,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,65,iterative,gpt-5.4-mini,1,1,1,1,1,1,,2.38,4751,188,4939
Mehrquellenverarbeitung,66,deterministic,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,66,deterministic,qwen3:30b,1,1,1,1,1,1,,11.508731300004001,3580,1245,4825
Mehrquellenverarbeitung,66,deterministic,gpt-5.4-mini,1,1,1,1,1,1,,1.9663438999996288,3132,76,3208
Mehrquellenverarbeitung,66,plan-based,qwen3:8b,1,1,0,0,1,0,,22.852281600000424,4982,1837,6819
Mehrquellenverarbeitung,66,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,66,plan-based,gpt-5.4-mini,1,1,1,1,1,1,,1.9553241999965394,4373,110,4483
Mehrquellenverarbeitung,66,iterative,qwen3:8b,0,0,0,0,0,0,,155.343,11161,2592,13753
Mehrquellenverarbeitung,66,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,66,iterative,gpt-5.4-mini,1,1,1,1,1,1,,1.893,4740,101,4841
Mehrquellenverarbeitung,67,deterministic,qwen3:8b,1,1,1,1,1,1,,11.487443600000915,3584,757,4341
Mehrquellenverarbeitung,67,deterministic,qwen3:30b,1,1,1,1,1,1,,7.973789700001362,3584,701,4285
Mehrquellenverarbeitung,67,deterministic,gpt-5.4-mini,1,1,1,1,1,1,,1.7720796000066912,3136,59,3195
Mehrquellenverarbeitung,67,plan-based,qwen3:8b,1,1,1,1,1,1,,18.6663195000001,4986,1407,6393
Mehrquellenverarbeitung,67,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,67,plan-based,gpt-5.4-mini,1,1,1,1,1,1,,2.730311500003154,4377,257,4634
Mehrquellenverarbeitung,67,iterative,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,67,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,67,iterative,gpt-5.4-mini,1,1,0,0,1,0,,2.404,4744,197,4941
Mehrquellenverarbeitung,68,deterministic,qwen3:8b,1,1,1,1,1,1,,13.986658599998918,3591,1000,4591
Mehrquellenverarbeitung,68,deterministic,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,68,deterministic,gpt-5.4-mini,1,1,1,1,1,1,,1.8213005000070552,3143,110,3253
Mehrquellenverarbeitung,68,plan-based,qwen3:8b,1,1,1,1,1,1,,21.689408400001412,4993,1662,6655
Mehrquellenverarbeitung,68,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,68,plan-based,gpt-5.4-mini,0,0,0,0,0,0,,1.7873714000015752,4384,70,4454
Mehrquellenverarbeitung,68,iterative,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,68,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,68,iterative,gpt-5.4-mini,0,0,0,0,0,0,,2.867,4751,118,4869
Mehrquellenverarbeitung,69,deterministic,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,69,deterministic,qwen3:30b,1,1,1,1,1,1,,17.605717999998888,3590,2254,5844
Mehrquellenverarbeitung,69,deterministic,gpt-5.4-mini,1,1,1,1,1,1,,1.8184842999980901,3138,110,3248
Mehrquellenverarbeitung,69,plan-based,qwen3:8b,1,1,1,1,1,1,,22.653613999998925,4992,1683,6675
Mehrquellenverarbeitung,69,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,69,plan-based,gpt-5.4-mini,1,1,0,0,1,0,,1.9540201999989222,4379,97,4476
Mehrquellenverarbeitung,69,iterative,qwen3:8b,0,0,0,0,0,0,,36.116,11181,2666,13847
Mehrquellenverarbeitung,69,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,69,iterative,gpt-5.4-mini,0,0,0,0,0,0,,2.467,4746,183,4929
Mehrquellenverarbeitung,70,deterministic,qwen3:8b,1,1,1,1,1,1,,15.492744099999982,3586,1097,4683
Mehrquellenverarbeitung,70,deterministic,qwen3:30b,1,1,1,1,1,1,,11.906899200002954,3586,1371,4957
Mehrquellenverarbeitung,70,deterministic,gpt-5.4-mini,1,1,1,1,1,1,,1.6467933999956585,3138,59,3197
Mehrquellenverarbeitung,70,plan-based,qwen3:8b,1,1,1,1,1,1,,22.263254400000733,4988,1667,6655
Mehrquellenverarbeitung,70,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,70,plan-based,gpt-5.4-mini,1,1,1,1,1,1,,2.5956546000015805,4379,238,4617
Mehrquellenverarbeitung,70,iterative,qwen3:8b,0,0,0,0,0,0,,35.79,10997,2583,13580
Mehrquellenverarbeitung,70,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,70,iterative,gpt-5.4-mini,0,0,0,0,0,0,,3.818,9656,178,9834
Mehrquellenverarbeitung,71,deterministic,qwen3:8b,1,0,1,0,0,0,,9.179529299999558,3584,566,4150
Mehrquellenverarbeitung,71,deterministic,qwen3:30b,1,1,1,1,1,1,,9.863839800003916,3584,1036,4620
Mehrquellenverarbeitung,71,deterministic,gpt-5.4-mini,1,1,0,0,1,0,,1.8160117000006721,3138,73,3211
Mehrquellenverarbeitung,71,plan-based,qwen3:8b,0,0,0,0,0,0,,20.71390699999938,4986,1619,6605
Mehrquellenverarbeitung,71,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,71,plan-based,gpt-5.4-mini,1,1,1,1,1,1,,2.151176799998211,4379,122,4501
Mehrquellenverarbeitung,71,iterative,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,71,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,71,iterative,gpt-5.4-mini,1,1,1,1,1,1,,2.505,4746,139,4885
Mehrquellenverarbeitung,72,deterministic,qwen3:8b,1,1,1,1,1,1,,9.688028200002009,3580,597,4177
Mehrquellenverarbeitung,72,deterministic,qwen3:30b,1,1,1,1,1,1,,18.401863600003708,3580,2285,5865
Mehrquellenverarbeitung,72,deterministic,gpt-5.4-mini,1,1,0,0,1,0,,2.1965046000041184,3135,97,3232
Mehrquellenverarbeitung,72,plan-based,qwen3:8b,1,1,1,1,1,1,,12.571883200002048,4982,850,5832
Mehrquellenverarbeitung,72,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,72,plan-based,gpt-5.4-mini,1,1,0,0,1,0,,2.0871791999961715,4376,125,4501
Mehrquellenverarbeitung,72,iterative,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,72,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,72,iterative,gpt-5.4-mini,1,1,0,0,1,0,,2.441,4743,125,4868
Mehrquellenverarbeitung,73,deterministic,qwen3:8b,1,1,1,1,1,1,,10.006341300002532,3587,627,4214
Mehrquellenverarbeitung,73,deterministic,qwen3:30b,1,1,1,1,1,1,,12.779998500001966,3587,1468,5055
Mehrquellenverarbeitung,73,deterministic,gpt-5.4-mini,0,0,0,0,0,0,,2.020915799999784,3142,78,3220
Mehrquellenverarbeitung,73,plan-based,qwen3:8b,1,1,1,1,1,1,,16.653688500002318,4989,1202,6191
Mehrquellenverarbeitung,73,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,73,plan-based,gpt-5.4-mini,0,0,0,0,0,0,,2.524352100001124,4383,166,4549
Mehrquellenverarbeitung,73,iterative,qwen3:8b,0,0,0,0,0,0,,23.259,11075,1536,12611
Mehrquellenverarbeitung,73,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,73,iterative,gpt-5.4-mini,1,1,0,0,1,0,,2.268,4750,195,4945
Mehrquellenverarbeitung,74,deterministic,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,74,deterministic,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,74,deterministic,gpt-5.4-mini,1,1,1,1,1,1,,1.9751718000043184,3133,70,3203
Mehrquellenverarbeitung,74,plan-based,qwen3:8b,0,0,0,0,0,0,,18.456103799999255,4979,1290,6269
Mehrquellenverarbeitung,74,plan-based,qwen3:30b,1,1,1,1,1,1,,11.992665900004795,4979,1297,6276
Mehrquellenverarbeitung,74,plan-based,gpt-5.4-mini,1,1,1,1,1,1,,2.1359035999994376,4374,102,4476
Mehrquellenverarbeitung,74,iterative,qwen3:8b,1,1,1,1,1,1,,14.346,5401,1010,6411
Mehrquellenverarbeitung,74,iterative,qwen3:30b,1,1,1,1,1,1,,11.919,5401,1270,6671
Mehrquellenverarbeitung,74,iterative,gpt-5.4-mini,1,1,1,1,1,1,,2.314,4741,94,4835
Mehrquellenverarbeitung,75,deterministic,qwen3:8b,1,1,1,1,1,1,,18.711926199997833,3583,1453,5036
Mehrquellenverarbeitung,75,deterministic,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,75,deterministic,gpt-5.4-mini,1,1,1,1,1,1,,1.908601600000111,3138,59,3197
Mehrquellenverarbeitung,75,plan-based,qwen3:8b,1,1,1,1,1,1,,17.02656179999758,4985,1274,6259
Mehrquellenverarbeitung,75,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,75,plan-based,gpt-5.4-mini,0,0,0,0,0,0,,2.2688866999960737,4379,146,4525
Mehrquellenverarbeitung,75,iterative,qwen3:8b,0,0,0,0,0,0,,38.959,10991,2959,13950
Mehrquellenverarbeitung,75,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,75,iterative,gpt-5.4-mini,0,0,0,0,0,0,,1.994,4746,113,4859
Mehrquellenverarbeitung,76,deterministic,qwen3:8b,1,1,1,1,1,1,,17.52048179999838,3575,1328,4903
Mehrquellenverarbeitung,76,deterministic,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,76,deterministic,gpt-5.4-mini,1,1,1,1,1,1,,3.169515699999465,3129,52,3181
Mehrquellenverarbeitung,76,plan-based,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,76,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,76,plan-based,gpt-5.4-mini,1,1,1,1,1,1,,2.068724300006579,4370,94,4464
Mehrquellenverarbeitung,76,iterative,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,76,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,76,iterative,gpt-5.4-mini,1,1,1,1,1,1,,1.99,4737,97,4834
Mehrquellenverarbeitung,77,deterministic,qwen3:8b,1,1,1,1,1,1,,8.662182399999438,3583,522,4105
Mehrquellenverarbeitung,77,deterministic,qwen3:30b,1,1,1,1,1,1,,7.512155399999756,3583,631,4214
Mehrquellenverarbeitung,77,deterministic,gpt-5.4-mini,1,1,1,1,1,1,,1.6201614999954472,3136,58,3194
Mehrquellenverarbeitung,77,plan-based,qwen3:8b,0,0,0,0,0,0,,23.170320999997784,4985,1850,6835
Mehrquellenverarbeitung,77,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,77,plan-based,gpt-5.4-mini,0,0,0,0,0,0,,2.351283299998613,4377,159,4536
Mehrquellenverarbeitung,77,iterative,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,77,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,77,iterative,gpt-5.4-mini,0,0,0,0,0,0,,1.953,4744,114,4858
Mehrquellenverarbeitung,78,deterministic,qwen3:8b,1,1,1,1,1,1,,31.431877899998653,3588,2565,6153
Mehrquellenverarbeitung,78,deterministic,qwen3:30b,1,1,1,1,1,1,,9.421621299996332,3588,944,4532
Mehrquellenverarbeitung,78,deterministic,gpt-5.4-mini,1,1,1,1,1,1,,1.881575300001714,3144,68,3212
Mehrquellenverarbeitung,78,plan-based,qwen3:8b,1,1,1,1,1,1,,11.454588500000682,4990,733,5723
Mehrquellenverarbeitung,78,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,78,plan-based,gpt-5.4-mini,1,1,1,1,1,1,,2.0250823000023956,4385,69,4454
Mehrquellenverarbeitung,78,iterative,qwen3:8b,0,0,0,0,0,0,,19.405,10934,1067,12001
Mehrquellenverarbeitung,78,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,78,iterative,gpt-5.4-mini,1,1,1,1,1,1,,2.041,4752,87,4839
Mehrquellenverarbeitung,79,deterministic,qwen3:8b,1,1,0,0,1,0,,19.832102100001066,3583,1498,5081
Mehrquellenverarbeitung,79,deterministic,qwen3:30b,1,1,0,0,1,0,,15.973625999999058,3583,2007,5590
Mehrquellenverarbeitung,79,deterministic,gpt-5.4-mini,1,1,0,0,1,0,,1.9800589000005857,3133,108,3241
Mehrquellenverarbeitung,79,plan-based,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,79,plan-based,qwen3:30b,1,1,1,1,1,1,,12.592663799994625,4985,1443,6428
Mehrquellenverarbeitung,79,plan-based,gpt-5.4-mini,1,1,0,0,1,0,,2.0676670000029844,4374,93,4467
Mehrquellenverarbeitung,79,iterative,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,79,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,79,iterative,gpt-5.4-mini,1,1,0,0,1,0,,1.846,4741,95,4836
Mehrquellenverarbeitung,80,deterministic,qwen3:8b,1,1,1,1,1,1,,14.444933499999024,3587,1084,4671
Mehrquellenverarbeitung,80,deterministic,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,80,deterministic,gpt-5.4-mini,1,1,1,1,1,1,,1.8432671999980812,3137,108,3245
Mehrquellenverarbeitung,80,plan-based,qwen3:8b,0,0,0,0,0,0,,21.881633000000875,4989,1746,6735
Mehrquellenverarbeitung,80,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,80,plan-based,gpt-5.4-mini,0,0,0,0,0,0,,2.1663039999984903,4378,134,4512
Mehrquellenverarbeitung,80,iterative,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,80,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,80,iterative,gpt-5.4-mini,0,0,0,0,0,0,,2.286,4745,103,4848
Mehrquellenverarbeitung,81,deterministic,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,81,deterministic,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,81,deterministic,gpt-5.4-mini,1,1,1,1,1,1,,2.0856002000000444,3131,79,3210
Mehrquellenverarbeitung,81,plan-based,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,81,plan-based,qwen3:30b,1,1,1,1,1,1,,12.810810200004198,4977,1356,6333
Mehrquellenverarbeitung,81,plan-based,gpt-5.4-mini,1,1,1,1,1,1,,1.9237451999943005,4372,96,4468
Mehrquellenverarbeitung,81,iterative,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,81,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,81,iterative,gpt-5.4-mini,1,1,1,1,1,1,,1.887,4739,89,4828
Mehrquellenverarbeitung,82,deterministic,qwen3:8b,1,1,1,1,1,1,,7.94174700000076,3579,436,4015
Mehrquellenverarbeitung,82,deterministic,qwen3:30b,1,1,1,1,1,1,,8.223337700001139,3579,724,4303
Mehrquellenverarbeitung,82,deterministic,gpt-5.4-mini,1,1,1,1,1,1,,1.6434472999972058,3135,58,3193
Mehrquellenverarbeitung,82,plan-based,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,82,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,82,plan-based,gpt-5.4-mini,1,1,1,1,1,1,,2.8983242999966023,4376,359,4735
Mehrquellenverarbeitung,82,iterative,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,82,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,82,iterative,gpt-5.4-mini,0,0,0,0,0,0,,2.564,4743,125,4868
Mehrquellenverarbeitung,83,deterministic,qwen3:8b,1,1,1,1,1,1,,17.72037459999774,3585,1400,4985
Mehrquellenverarbeitung,83,deterministic,qwen3:30b,1,1,1,1,1,1,,14.743744200000947,3585,1709,5294
Mehrquellenverarbeitung,83,deterministic,gpt-5.4-mini,1,1,1,1,1,1,,1.797817300001043,3136,108,3244
Mehrquellenverarbeitung,83,plan-based,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,83,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,83,plan-based,gpt-5.4-mini,0,0,0,0,0,0,,2.171579000001657,4377,137,4514
Mehrquellenverarbeitung,83,iterative,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,83,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,83,iterative,gpt-5.4-mini,0,0,0,0,0,0,,5.183,4744,113,4857
Mehrquellenverarbeitung,84,deterministic,qwen3:8b,1,1,1,1,1,1,,15.52231639999809,3583,1190,4773
Mehrquellenverarbeitung,84,deterministic,qwen3:30b,1,1,1,1,1,1,,12.998591600000509,3583,1542,5125
Mehrquellenverarbeitung,84,deterministic,gpt-5.4-mini,0,0,0,0,0,0,,1.7099670000025071,3137,58,3195
Mehrquellenverarbeitung,84,plan-based,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,84,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
